==================================================
Task Execution Time : 2026-05-23 02:53:58
Task Identifier     : CHN_C_28_current_0
T580 ges_107952_77439_18.jpg: 2025-12-10 Ok
T581 ges_107952_77440_18.jpg: 2025-12-10 Ok
T582 ges_107952_77441_18.jpg: 2025-12-10 Ok
T584 ges_107952_77443_18.jpg: 2025-12-10 Ok
T583 ges_107952_77442_18.jpg: 2025-12-10 Ok
T585 ges_107952_77444_18.jpg: 2025-12-10 Ok
T586 ges_107952_77445_18.jpg: 2025-12-10 Ok
T587 ges_107952_77446_18.jpg: 2025-12-10 Ok
T588 ges_107952_77447_18.jpg: 2025-12-10 Ok
T589 ges_107952_77448_18.jpg: 2025-12-10 Ok
T591 ges_107952_77450_18.jpg: 2025-12-10 Ok
T590 ges_107952_77449_18.jpg: 2025-12-10 Ok
T592 ges_107952_77451_18.jpg: 2025-12-10 Ok
T593 ges_107952_77452_18.jpg: 2025-12-10 Ok
T595 ges_107952_77454_18.jpg: 2025-12-10 Ok
T594 ges_107952_77453_18.jpg: 2025-12-10 Ok
T596 ges_107952_77455_18.jpg: 2025-12-10 Ok
T598 ges_107952_77457_18.jpg: 2025-12-10 Ok
T597 ges_107952_77456_18.jpg: 2025-12-10 Ok
T599 ges_107952_77458_18.jpg: 2025-12-10 Ok
T600 ges_107952_77459_18.jpg: 2025-12-10 Ok
T601 ges_107952_77460_18.jpg: 2025-12-10 Ok
T602 ges_107952_77461_18.jpg: 2025-12-10 Ok
T603 ges_107952_77462_18.jpg: 2025-12-10 Ok
T604 ges_107952_77463_18.jpg: 2025-12-10 Ok
T605 ges_107952_77464_18.jpg: 2025-12-10 Ok
T606 ges_107952_77465_18.jpg: 2025-12-10 Ok
T608 ges_107952_77467_18.jpg: 2025-12-10 Ok
T607 ges_107952_77466_18.jpg: 2025-12-10 Ok
T609 ges_107952_77468_18.jpg: 2025-12-10 Ok
T610 ges_107952_77469_18.jpg: 2025-12-10 Ok
T611 ges_107952_77470_18.jpg: 2025-12-10 Ok
T612 ges_107952_77471_18.jpg: 2025-12-10 Ok
T613 ges_107952_77472_18.jpg: 2025-12-10 Ok
T614 ges_107952_77473_18.jpg: 2025-12-10 Ok
T615 ges_107952_77474_18.jpg: 2025-12-10 Ok
T748 ges_107956_77431_18.jpg: 2025-12-10 Ok
T749 ges_107956_77432_18.jpg: 2025-12-10 Ok
T750 ges_107956_77433_18.jpg: 2025-12-10 Ok
T751 ges_107956_77434_18.jpg: 2025-12-10 Ok
T752 ges_107956_77435_18.jpg: 2025-12-10 Ok
T753 ges_107956_77436_18.jpg: 2025-12-10 Ok
T754 ges_107956_77437_18.jpg: 2025-12-10 Ok
T755 ges_107956_77438_18.jpg: 2025-12-10 Ok
T756 ges_107956_77439_18.jpg: 2025-12-10 Ok
T757 ges_107956_77440_18.jpg: 2025-12-10 Ok
T759 ges_107956_77442_18.jpg: 2025-12-10 Ok
T758 ges_107956_77441_18.jpg: 2025-12-10 Ok
T761 ges_107956_77444_18.jpg: 2025-12-10 Ok
T760 ges_107956_77443_18.jpg: 2025-12-10 Ok
T762 ges_107956_77445_18.jpg: 2025-12-10 Ok
T763 ges_107956_77446_18.jpg: 2025-12-10 Ok
T765 ges_107956_77448_18.jpg: 2025-12-10 Ok
T764 ges_107956_77447_18.jpg: 2025-12-10 Ok
T766 ges_107956_77449_18.jpg: 2025-12-10 Ok
T767 ges_107956_77450_18.jpg: 2025-12-10 Ok
T768 ges_107956_77451_18.jpg: 2025-12-10 Ok
T770 ges_107956_77453_18.jpg: 2025-12-10 Ok
T769 ges_107956_77452_18.jpg: 2025-12-10 Ok
T771 ges_107956_77454_18.jpg: 2025-12-10 Ok
T772 ges_107956_77455_18.jpg: 2025-12-10 Ok
T773 ges_107956_77456_18.jpg: 2025-12-10 Ok
T774 ges_107956_77457_18.jpg: 2025-12-10 Ok
T775 ges_107956_77458_18.jpg: 2025-12-10 Ok
T776 ges_107956_77459_18.jpg: 2025-12-10 Ok
T777 ges_107956_77460_18.jpg: 2025-12-10 Ok
T778 ges_107956_77461_18.jpg: 2025-12-10 Ok
T779 ges_107956_77462_18.jpg: 2025-12-10 Ok
T780 ges_107956_77463_18.jpg: 2025-12-10 Ok
T781 ges_107956_77464_18.jpg: 2025-12-10 Ok
T782 ges_107956_77465_18.jpg: 2025-12-10 Ok
T783 ges_107956_77466_18.jpg: 2025-12-10 Ok
T784 ges_107956_77467_18.jpg: 2025-12-10 Ok
T785 ges_107956_77468_18.jpg: 2025-12-10 Ok
T786 ges_107956_77469_18.jpg: 2025-12-10 Ok
T787 ges_107956_77470_18.jpg: 2025-12-10 Ok
T788 ges_107956_77471_18.jpg: 2025-12-10 Ok
T789 ges_107956_77472_18.jpg: 2025-12-10 Ok
T790 ges_107956_77473_18.jpg: 2025-12-10 Ok
T791 ges_107956_77474_18.jpg: 2025-12-10 Ok
T925 ges_107960_77432_18.jpg: 2025-12-10 Ok
T924 ges_107960_77431_18.jpg: 2025-12-10 Ok
T926 ges_107960_77433_18.jpg: 2025-12-10 Ok
T927 ges_107960_77434_18.jpg: 2025-12-10 Ok
T928 ges_107960_77435_18.jpg: 2025-12-10 Ok
T929 ges_107960_77436_18.jpg: 2025-12-10 Ok
T930 ges_107960_77437_18.jpg: 2025-12-10 Ok
T931 ges_107960_77438_18.jpg: 2025-12-10 Ok
T933 ges_107960_77440_18.jpg: 2025-12-10 Ok
T932 ges_107960_77439_18.jpg: 2025-12-10 Ok
T934 ges_107960_77441_18.jpg: 2025-12-10 Ok
T935 ges_107960_77442_18.jpg: 2025-12-10 Ok
T936 ges_107960_77443_18.jpg: 2025-12-10 Ok
T937 ges_107960_77444_18.jpg: 2025-12-10 Ok
T938 ges_107960_77445_18.jpg: 2025-12-10 Ok
T939 ges_107960_77446_18.jpg: 2025-12-10 Ok
T940 ges_107960_77447_18.jpg: 2025-12-10 Ok
T941 ges_107960_77448_18.jpg: 2025-12-10 Ok
T942 ges_107960_77449_18.jpg: 2025-12-10 Ok
T943 ges_107960_77450_18.jpg: 2025-12-10 Ok
T944 ges_107960_77451_18.jpg: 2025-12-10 Ok
T945 ges_107960_77452_18.jpg: 2025-12-10 Ok
T946 ges_107960_77453_18.jpg: 2025-12-10 Ok
T947 ges_107960_77454_18.jpg: 2025-12-10 Ok
T948 ges_107960_77455_18.jpg: 2025-12-10 Ok
T949 ges_107960_77456_18.jpg: 2025-12-10 Ok
T950 ges_107960_77457_18.jpg: 2025-12-10 Ok
T951 ges_107960_77458_18.jpg: 2025-12-10 Ok
T952 ges_107960_77459_18.jpg: 2025-12-10 Ok
T953 ges_107960_77460_18.jpg: 2025-12-10 Ok
T954 ges_107960_77461_18.jpg: 2025-12-10 Ok
T955 ges_107960_77462_18.jpg: 2025-12-10 Ok
T956 ges_107960_77463_18.jpg: 2025-12-10 Ok
T957 ges_107960_77464_18.jpg: 2025-12-10 Ok
T958 ges_107960_77465_18.jpg: 2025-12-10 Ok
T959 ges_107960_77466_18.jpg: 2025-12-10 Ok
T960 ges_107960_77467_18.jpg: 2025-12-10 Ok
T962 ges_107960_77469_18.jpg: 2025-12-10 Ok
T961 ges_107960_77468_18.jpg: 2025-12-10 Ok
T963 ges_107960_77470_18.jpg: 2025-12-10 Ok
T964 ges_107960_77471_18.jpg: 2025-12-10 Ok
T965 ges_107960_77472_18.jpg: 2025-12-10 Ok
T966 ges_107960_77473_18.jpg: 2025-12-10 Ok
T967 ges_107960_77474_18.jpg: 2025-12-10 Ok
T1100 ges_107964_77431_18.jpg: 2025-12-10 Ok
T1101 ges_107964_77432_18.jpg: 2025-12-10 Ok
T1102 ges_107964_77433_18.jpg: 2025-12-10 Ok
T1103 ges_107964_77434_18.jpg: 2025-12-10 Ok
T1104 ges_107964_77435_18.jpg: 2025-12-10 Ok
T1105 ges_107964_77436_18.jpg: 2025-12-10 Ok
T1106 ges_107964_77437_18.jpg: 2025-12-10 Ok
T1107 ges_107964_77438_18.jpg: 2025-12-10 Ok
T1108 ges_107964_77439_18.jpg: 2025-12-10 Ok
T1109 ges_107964_77440_18.jpg: 2025-12-10 Ok
T1110 ges_107964_77441_18.jpg: 2025-12-10 Ok
T1111 ges_107964_77442_18.jpg: 2025-12-10 Ok
T1112 ges_107964_77443_18.jpg: 2025-12-10 Ok
T1113 ges_107964_77444_18.jpg: 2025-12-10 Ok
T1114 ges_107964_77445_18.jpg: 2025-12-10 Ok
T1115 ges_107964_77446_18.jpg: 2025-12-10 Ok
T1116 ges_107964_77447_18.jpg: 2025-12-10 Ok
T1117 ges_107964_77448_18.jpg: 2025-12-10 Ok
T1118 ges_107964_77449_18.jpg: 2025-12-10 Ok
T1119 ges_107964_77450_18.jpg: 2025-12-10 Ok
T1120 ges_107964_77451_18.jpg: 2025-12-10 Ok
T1121 ges_107964_77452_18.jpg: 2025-12-10 Ok
T1122 ges_107964_77453_18.jpg: 2025-12-10 Ok
T1123 ges_107964_77454_18.jpg: 2025-12-10 Ok
T1124 ges_107964_77455_18.jpg: 2025-12-10 Ok
T1125 ges_107964_77456_18.jpg: 2025-12-10 Ok
T1126 ges_107964_77457_18.jpg: 2025-12-10 Ok
T1127 ges_107964_77458_18.jpg: 2025-12-10 Ok
T1128 ges_107964_77459_18.jpg: 2025-12-10 Ok
T1129 ges_107964_77460_18.jpg: 2025-12-10 Ok
T1130 ges_107964_77461_18.jpg: 2025-12-10 Ok
T1131 ges_107964_77462_18.jpg: 2025-12-10 Ok
T1133 ges_107964_77464_18.jpg: 2025-12-10 Ok
T1132 ges_107964_77463_18.jpg: 2025-12-10 Ok
T1134 ges_107964_77465_18.jpg: 2025-12-10 Ok
T1135 ges_107964_77466_18.jpg: 2025-12-10 Ok
T1136 ges_107964_77467_18.jpg: 2025-12-10 Ok
T1137 ges_107964_77468_18.jpg: 2025-12-10 Ok
T1138 ges_107964_77469_18.jpg: 2025-12-10 Ok
T1139 ges_107964_77470_18.jpg: 2025-12-10 Ok
T1140 ges_107964_77471_18.jpg: 2025-12-10 Ok
T1141 ges_107964_77472_18.jpg: 2025-12-10 Ok
T1143 ges_107964_77474_18.jpg: 2025-12-10 Ok
T1142 ges_107964_77473_18.jpg: 2025-12-10 Ok
T1276 ges_107968_77431_18.jpg: 2025-12-10 Ok
T1277 ges_107968_77432_18.jpg: 2025-12-10 Ok
T1278 ges_107968_77433_18.jpg: 2025-12-10 Ok
T1280 ges_107968_77435_18.jpg: 2025-12-10 Ok
T1279 ges_107968_77434_18.jpg: 2025-12-10 Ok
T1281 ges_107968_77436_18.jpg: 2025-12-10 Ok
T1282 ges_107968_77437_18.jpg: 2025-12-10 Ok
T1283 ges_107968_77438_18.jpg: 2025-12-10 Ok
T1284 ges_107968_77439_18.jpg: 2025-12-10 Ok
T1285 ges_107968_77440_18.jpg: 2025-12-10 Ok
T1287 ges_107968_77442_18.jpg: 2025-12-10 Ok
T1286 ges_107968_77441_18.jpg: 2025-12-10 Ok
T1288 ges_107968_77443_18.jpg: 2025-12-10 Ok
T1289 ges_107968_77444_18.jpg: 2025-12-10 Ok
T1290 ges_107968_77445_18.jpg: 2025-12-10 Ok
T1291 ges_107968_77446_18.jpg: 2025-12-10 Ok
T1292 ges_107968_77447_18.jpg: 2025-12-10 Ok
T1293 ges_107968_77448_18.jpg: 2025-12-10 Ok
T1294 ges_107968_77449_18.jpg: 2025-12-10 Ok
T1296 ges_107968_77451_18.jpg: 2025-12-10 Ok
T1295 ges_107968_77450_18.jpg: 2025-12-10 Ok
T1297 ges_107968_77452_18.jpg: 2025-12-10 Ok
T1298 ges_107968_77453_18.jpg: 2025-12-10 Ok
T1300 ges_107968_77455_18.jpg: 2025-12-10 Ok
T1299 ges_107968_77454_18.jpg: 2025-12-10 Ok
T1301 ges_107968_77456_18.jpg: 2025-12-10 Ok
T1302 ges_107968_77457_18.jpg: 2025-12-10 Ok
T1303 ges_107968_77458_18.jpg: 2025-12-10 Ok
T1304 ges_107968_77459_18.jpg: 2025-12-10 Ok
T1305 ges_107968_77460_18.jpg: 2025-12-10 Ok
T1306 ges_107968_77461_18.jpg: 2025-12-10 Ok
T1307 ges_107968_77462_18.jpg: 2025-12-10 Ok
T1308 ges_107968_77463_18.jpg: 2025-12-10 Ok
T1309 ges_107968_77464_18.jpg: 2025-12-10 Ok
T1310 ges_107968_77465_18.jpg: 2025-12-10 Ok
T1311 ges_107968_77466_18.jpg: 2025-12-10 Ok
T1312 ges_107968_77467_18.jpg: 2025-12-10 Ok
T1314 ges_107968_77469_18.jpg: 2025-12-10 Ok
T1313 ges_107968_77468_18.jpg: 2025-12-10 Ok
T1315 ges_107968_77470_18.jpg: 2025-12-10 Ok
T1316 ges_107968_77471_18.jpg: 2025-12-10 Ok
T1317 ges_107968_77472_18.jpg: 2025-12-10 Ok
T1318 ges_107968_77473_18.jpg: 2025-12-10 Ok
T1319 ges_107968_77474_18.jpg: 2025-12-10 Ok
T1453 ges_107972_77432_18.jpg: 2025-12-10 Ok
T1452 ges_107972_77431_18.jpg: 2025-12-10 Ok
T1454 ges_107972_77433_18.jpg: 2025-12-10 Ok
T1455 ges_107972_77434_18.jpg: 2025-12-10 Ok
T1456 ges_107972_77435_18.jpg: 2025-12-10 Ok
T1457 ges_107972_77436_18.jpg: 2025-12-10 Ok
T1458 ges_107972_77437_18.jpg: 2025-12-10 Ok
T1459 ges_107972_77438_18.jpg: 2025-12-10 Ok
T1460 ges_107972_77439_18.jpg: 2025-12-10 Ok
T1461 ges_107972_77440_18.jpg: 2025-12-10 Ok
T1462 ges_107972_77441_18.jpg: 2025-12-10 Ok
T1463 ges_107972_77442_18.jpg: 2025-12-10 Ok
T1464 ges_107972_77443_18.jpg: 2025-12-10 Ok
T1465 ges_107972_77444_18.jpg: 2025-12-10 Ok
T1466 ges_107972_77445_18.jpg: 2025-12-10 Ok
T1467 ges_107972_77446_18.jpg: 2025-12-10 Ok
T1469 ges_107972_77448_18.jpg: 2025-12-10 Ok
T1468 ges_107972_77447_18.jpg: 2025-12-10 Ok
T1470 ges_107972_77449_18.jpg: 2025-12-10 Ok
T1471 ges_107972_77450_18.jpg: 2025-12-10 Ok
T1472 ges_107972_77451_18.jpg: 2025-12-10 Ok
T1473 ges_107972_77452_18.jpg: 2025-12-10 Ok
T1474 ges_107972_77453_18.jpg: 2025-12-10 Ok
T1475 ges_107972_77454_18.jpg: 2025-12-10 Ok
T1476 ges_107972_77455_18.jpg: 2025-12-10 Ok
T1477 ges_107972_77456_18.jpg: 2025-12-10 Ok
T1478 ges_107972_77457_18.jpg: 2025-12-10 Ok
T1479 ges_107972_77458_18.jpg: 2025-12-10 Ok
T1480 ges_107972_77459_18.jpg: 2025-12-10 Ok
T1481 ges_107972_77460_18.jpg: 2025-12-10 Ok
T1482 ges_107972_77461_18.jpg: 2025-12-10 Ok
T1483 ges_107972_77462_18.jpg: 2025-12-10 Ok
T1484 ges_107972_77463_18.jpg: 2025-12-10 Ok
T1485 ges_107972_77464_18.jpg: 2025-12-10 Ok
T1486 ges_107972_77465_18.jpg: 2025-12-10 Ok
T1487 ges_107972_77466_18.jpg: 2025-12-10 Ok
T1488 ges_107972_77467_18.jpg: 2025-12-10 Ok
T1489 ges_107972_77468_18.jpg: 2025-12-10 Ok
T1490 ges_107972_77469_18.jpg: 2025-12-10 Ok
T1491 ges_107972_77470_18.jpg: 2025-12-10 Ok
T1492 ges_107972_77471_18.jpg: 2025-12-10 Ok
T1493 ges_107972_77472_18.jpg: 2025-12-10 Ok
T1494 ges_107972_77473_18.jpg: 2025-12-10 Ok
T1495 ges_107972_77474_18.jpg: 2025-12-10 Ok


