ICMMID,Confidence.Factor,Mine.Name,Group.Names,Latitude,Longitude,Asset.Type,Country.or.Region,Primary.Commodity,Secondary.Commodity,Other.Commodities
ICMM12784,Moderate,Rio Tinto Western Turner Syncline (Hamersley) Mine,NA,-22.661594000000001,117.591543,Mine,Australia,iron ore,NA,NA
ICMM12785,High,Gold Valley Wiluna West Mine,Gold Valley Wiluna West Mine;Wiluna West Iron Ore,-26.679924499999998,119.93734,Mine,Australia,iron ore,NA,NA
ICMM12786,Moderate,MinRes Windarling (Yilgarn Hub) Mine,NA,-30.017741999999998,119.280162,Mine,Australia,iron ore,NA,NA
ICMM12787,High,Yandi Mine,BHP Yandi Mine;Yandi;Yandi,-22.720937200000002,119.0763699,Mine,Australia,iron ore,NA,NA
ICMM12788,High,MinRes Wonmunna (Pilbara Hub) Mine,MinRes Wonmunna (Pilbara Hub) Mine;Wonmunna,-23.1177545,119.0521405,Mine,Australia,iron ore,NA,NA
ICMM12789,Moderate,MinRes Onslow Project Ken's Bore Mine,NA,-22.055700000000002,116.1958,Mine,Australia,iron ore,NA,NA
ICMM12790,Moderate,Fortescue Cloudbreak (Chichester Hub) Mine,NA,-22.302778,119.396385,Mine,Australia,iron ore,NA,NA
ICMM12791,High,Fortescue Iron Bridge Mine,Fortescue Iron Bridge Mine;Iron Bridge,-21.251899999999999,119.055765,Mine,Australia,iron ore,NA,NA
ICMM12792,High,Fenix Resources Iron Ridge Mine,Fenix Resources Iron Ridge Mine;Iron Ridge,-26.954650000000001,117.67964,Mine,Australia,iron ore,NA,NA
ICMM12793,High,BHP Area C Mine,BHP Area C Mine;Area C,-22.924309999999998,118.979367,Mine,Australia,iron ore,NA,NA
ICMM12794,Moderate,Nullagine Mine,NA,-22.0928,119.8358,Mine,Australia,iron ore,NA,NA
ICMM12795,Moderate,KMG Ridges Mine,NA,-16.599104000000001,128.273183,Mine,Australia,iron ore,NA,NA
ICMM12796,Moderate,Nathan River Roper Bar Mine,NA,-15.223000000000001,135.074,Mine,Australia,iron ore,NA,NA
ICMM12797,Moderate,Atlas Iron Sanjiv Ridge Mine,NA,-21.473998000000002,119.664944,Mine,Australia,iron ore,NA,NA
ICMM12798,Moderate,Rio Tinto Mesa A (Robe Valley) Mine,NA,-21.67,115.904,Mine,Australia,iron ore,NA,NA
ICMM12799,High,Mt Tom Price,Rio Tinto Mount Tom Price (Hamersley) Mine;Mt Tom Price;Hamersley Consolidated,-22.76459633,117.7704813,Mine,Australia,iron ore,NA,NA
ICMM12800,High,"Mt Webber, Abydos","Atlas Iron Mount Webber Mine;Mt Webber, Abydos;Mt Webber DSO",-21.543946330000001,119.284948,Mine,Australia,iron ore,NA,NA
ICMM12801,High,Kirandul Complex,NMDC Bailadila Kirandul Deposit 14 NMZ Mine;NMDC Bailadila Kirandul Deposit 11C Mine;NMDC Bailadila Kirandul Deposit 11B Mine;NMDC Bailadila Kirandul Deposit 14 Mine;Kirandul Complex;Chattisgarh Group,18.632930170000002,81.23271483,Mine,India,iron ore,NA,NA
ICMM12802,Moderate,AXIS Mount Moss Mine,NA,-19.085818,145.84711,Mine,Australia,iron ore,NA,NA
ICMM12803,High,Tasmines Kara Mine,Tasmines Kara Mine;Kara No 1,-41.311576500000001,145.7774495,Mine,Australia,iron ore,tungsten,NA
ICMM12804,High,Paulsens East Mine,Paulsens East Mine;Paulsens East,-22.569194,116.3491125,Mine,Australia,iron ore,gold,NA
ICMM12805,High,Erzberg Mine,Erzberg Mine;Erzberg,47.530620999999996,14.9041845,Mine,Austria,iron ore,manganese,NA
ICMM12806,High,Dashkesan Mine,Dashkesan Mine;Dashkesan Mining,40.512427500000001,46.0753515,Mine,Azerbaijan,iron ore,zinc,iron ore;cobalt
ICMM12807,Moderate,ArcelorMittal Ljubija Mine,NA,44.902774000000001,16.596178,Mine,Bosnia and Herzegovina,iron ore,NA,NA
ICMM12808,Moderate,Vale Itabira Complex Mine,NA,-19.651945999999999,-43.258657,Mine,Brazil,iron ore,NA,NA
ICMM12809,Moderate,VGOK Yuzhnaya Mine,NA,58.298136,59.79031,Mine,Russia,iron ore,NA,NA
ICMM12810,High,Rio Mine,Anglo American Minas Rio Mine;Minas Rio,-18.893909000000001,-43.419568,Mine,Brazil,iron ore,NA,NA
ICMM12811,High,Vetria Monjolinho Mine,Vetria Monjolinho Mine;Vetria,-19.26005,-57.5327205,Mine,Brazil,iron ore,NA,NA
ICMM12812,High,Vallourec Pau Branco Mine,Vallourec Pau Branco Mine;Pau Branco,-20.152675500000001,-43.978946,Mine,Brazil,iron ore,NA,NA
ICMM12813,Moderate,BAMIN Pedra de Ferro Mine,NA,-14.361357,-42.537808,Mine,Brazil,iron ore,NA,NA
ICMM12814,Moderate,ArcelorMittal Fire Lake Mine,ArcelorMittal Fire Lake Mine;ArcelorMittal Mount Wright Mine,52.354662500000003,-67.3645245,Mine,Canada,iron ore,NA,NA
ICMM12815,High,IOC Carol Lake Mine,IOC Carol Lake Mine;Iron Ore Company of Canada Labrador City;Carol Lake;Carol Lake Pellet Plant;IOC,53.039302999999997,-66.958579,Mine;Plant,Canada,iron ore,NA,NA
ICMM12816,High,Vale Paraopeba Complex Mine,Vale Paraopeba Complex Mine;Rio Verde,-20.051189000000001,-43.9637895,Mine,Brazil,iron ore,NA,NA
ICMM12817,High,Vale Minas Centrais Complex Mine,Vale Minas Centrais Complex Mine;Minas Centrais,-19.938707000000001,-43.2315335,Mine,Brazil,iron ore,NA,NA
ICMM12818,Moderate,MacArthur Iron Sand Mine,NA,10.818391999999999,124.936806,Mine,Philippines,iron ore,NA,NA
ICMM12819,High,Wugang Daye Iron Ore Mine,Wugang Daye Iron Ore Mine;Tieshan,30.213663,114.9079875,Mine,China,iron ore,copper,cobalt;
ICMM12820,High,Vila Nova Mine,Vila Nova Mine;Vila Nova;Vila Nova,0.39984950000000002,-51.755119,Mine,Brazil,iron ore,chromite,NA
ICMM12821,Moderate,Gerdau VÃ¡rzea do Lopes Mine,NA,-20.287617999999998,-43.939659,Mine,Brazil,iron ore,NA,NA
ICMM12822,Moderate,Bensteel Tongyuanpu Mine,NA,40.816121000000003,123.929016,Mine,China,iron ore,NA,NA
ICMM12823,Moderate,Vale Timbopeba Mine,NA,-20.254463999999999,-43.512377,Mine,Brazil,iron ore,NA,NA
ICMM12824,Moderate,Genluiching Davao Mine,NA,6.7095649999999996,126.235313,Mine,Philippines,iron ore,NA,NA
ICMM12825,Moderate,Prey Lang Wildlife Sanctuary Mine,NA,13.150468999999999,105.677096,Mine,Cambodia,iron ore,NA,NA
ICMM12826,High,Fenix Resources Shine Mine,Fenix Resources Shine Mine;Shine,-28.851565000000001,116.93661,Mine,Australia,iron ore,NA,NA
ICMM12828,Moderate,Herculano Itabirito Mine,NA,-20.250236000000001,-43.926911,Mine,Brazil,iron ore,NA,NA
ICMM12829,Moderate,JMN Morro dos Coelhos Mine,NA,-20.615637,-44.338004,Mine,Brazil,iron ore,NA,NA
ICMM12830,High,Comisa Igarape Mine,Comisa Igarape Mine;MMI IpÃª Mine;MMI Tico Tico Mine;Itatiaiucu;Ipe;Friaveis,-20.115279829999999,-44.2902335,Mine,Brazil,iron ore,manganese,NA
ICMM12831,Moderate,Tombador Mine,NA,-9.852373,-42.056227,Mine,Brazil,iron ore,NA,NA
ICMM12832,Moderate,Phnom Deck Mine,NA,13.166884,105.016313,Mine,Cambodia,iron ore,NA,NA
ICMM12833,Moderate,Sinosteel Kribi LobÃ© Mine,NA,2.5999110000000001,10.000005,Mine,Cameroon,iron ore,NA,NA
ICMM12834,Moderate,Schefferville Kivivic Mine,NA,55.064647999999998,-67.303085,Mine,Canada,iron ore,NA,NA
ICMM12835,High,Baffinland Mary River Mine,Baffinland Mary River Mine;Mary River,71.328666999999996,-79.225094,Mine,Canada,iron ore,NA,NA
ICMM12836,Moderate,CMP El Pleito Mine,NA,-29.236972000000002,-71.077938,Mine,Chile,iron ore,NA,NA
ICMM12837,High,SFM Bellavista Mine,SFM Bellavista Mine;Cerro Iman;Bellavista,-27.25712433,-70.40613067,Mine,Chile,iron ore,NA,NA
ICMM12838,Moderate,Baoguo Tiedanshan Iron Mine,NA,42.104199999999999,120.8444,Mine,China,iron ore,NA,NA
ICMM12839,High,Caiyuan Jinling Mine,Caiyuan Jinling Mine;Caiyuan Jiayuan Mine;Hebei Jinling,40.05491833,118.536214,Mine,China,iron ore,NA,NA
ICMM12840,Moderate,Jinling Mine,NA,36.854999999999997,118.1181,Mine,China,iron ore,NA,NA
ICMM12841,High,Tonghua Iron and Steel Group Laoniugou Mine,Tonghua Iron and Steel Group Laoniugou Mine;Jiapigou;Sandaocha,42.87453,127.4722567,Mine,China,copper,gold,iron ore;lead;silver
ICMM12843,High,Vale Viga Mine,Vale Viga Mine;Viga,-20.498308000000002,-43.9185175,Mine,Brazil,iron ore,NA,NA
ICMM12844,High,HBIS Shirengou Mine,HBIS Shirengou Mine;Shirengou,40.236134999999997,117.880605,Mine,China,iron ore,NA,NA
ICMM12845,Moderate,Orken Lisakovskoe Mine,NA,52.516300000000001,62.445195,Mine,Kazakhstan,iron ore,NA,NA
ICMM12846,High,Pangang Group Baima Mine,Pangang Group Baima Mine;Baima,27.094954000000001,102.104214,Mine,China,iron ore,NA,NA
ICMM12847,High,Bayan Obo East Mine,Bayan Obo East Mine;Bayan Obo Main Mine;Bayan Obo;Baiyun;Baotou Steel Barun,41.798794800000003,109.9743858,Mine,China,iron ore,lanthanides,niobium;titanium
ICMM12848,Moderate,Bayan Obo West Mine,NA,41.804634,109.873592,Mine,China,iron ore ,NA,NA
ICMM12849,Moderate,Bensteel Beitai Mine,NA,41.246144000000001,123.643391,Mine,China,iron ore,NA,NA
ICMM12850,High,Baowu Chengchao Mine,Baowu Chengchao Mine;Wuhan;Chengchao,30.326646669999999,114.9078333,Mine,China,iron ore,NA,NA
ICMM12851,High,Chimashan Mine,Chimashan Mine;Chimashan,29.997499999999999,115.09308,Mine,China,copper,gold,iron ore;molybdenum;silver
ICMM12852,High,Houying Group Datun Xiaoingzi Mine,Houying Group Datun Xiaoingzi Mine;Qianshan,40.986469,122.961795,Mine,China,iron ore,NA,NA
ICMM12853,High,Masteel Gaocun Mine,Masteel Gaocun Mine;Maanshan;Xiao Nan Shan;Taocum;Gaocun;Aoshan,31.667433169999999,118.6160302,Mine,China,iron ore,NA,NA
ICMM12854,High,Ansteel Gongchangling Mine,Ansteel Gongchangling Mine;Gongchangling;Zhongei;Anta,41.105010249999999,123.5091945,Mine,China,iron ore,NA,NA
ICMM12855,Moderate,Masteel Gushan Mine,NA,31.436389999999999,118.51528,Mine,China,iron ore,NA,NA
ICMM12856,Moderate,Nanjiang Anqing Mining Xianjiawan Mine,NA,32.562221999999998,106.954167,Mine,China,iron ore,NA,NA
ICMM12857,High,Masteel Hemushan Mine,Masteel Hemushan Mine;Hemushan,31.474917999999999,118.489437,Mine,China,iron ore,NA,NA
ICMM12858,High,Ansteel Hujiamiaozi Mine,Ansteel Hujiamiaozi Mine;Ansteel Yanqianshan Mine;Hujiamiaozi;Anshan Hongqi;Anshan Xidabei Zhangjiawan;An qian,41.099220000000003,123.1383977,Mine,China,iron ore,NA,NA
ICMM12859,Moderate,Jinbao Mine,NA,47.479261999999999,88.978962,Mine,China,iron ore,NA,NA
ICMM12860,High,Baowu Jinshandian Mine,Baowu Jinshandian Mine;Jinshandian,30.133754,114.8071755,Mine,China,iron ore,NA,NA
ICMM12861,High,Qinghua Group Kendekeke Mine,Qinghua Group Kendekeke Mine;Kendekeke,37.0199815,91.769517,Mine,China,iron ore,NA,NA
ICMM12862,Moderate,Pangang Lanjian Mine,NA,26.630856000000001,101.73938,Mine,China,iron ore,NA,NA
ICMM12863,Moderate,Liangshan Mine,NA,27.648641999999999,114.923191,Mine,China,iron ore,NA,NA
ICMM12864,High,Wuhan Iron and Steel Lingxiang Mine,Wuhan Iron and Steel Lingxiang Mine;Lingxiang,30.004873499999999,114.7305465,Mine,China,iron ore,NA,NA
ICMM12865,High,Zhejiang Litie Group Lizhu Mine,Zhejiang Litie Group Lizhu Mine;Zhejiang Lizhu,29.961601999999999,120.4709715,Mine,China,iron ore,NA,NA
ICMM12866,High,HBIS Longyan Mine,HBIS Longyan Mine;Xuanhua,40.725006499999999,115.537188,Mine,China,iron ore,NA,NA
ICMM12867,Moderate,Lugu Mine,NA,28.280441,102.228244,Mine,China,iron ore,NA,NA
ICMM12868,High,Bensteel Nanfen Mine,Bensteel Nanfen Mine;Nanfen,41.096024,123.8109095,Mine,China,iron ore,NA,NA
ICMM12869,High,Ansteel Qidashan Mine,Ansteel Qidashan Mine;Anshan,41.156602999999997,123.107408,Mine,China,iron ore,NA,NA
ICMM12870,Moderate,Chagan Ovoo Mine,NA,46.004469999999998,118.30719,Mine,China,iron ore,NA,NA
ICMM12871,High,Shizishan Mine,Shizishan Mine;Hucun;Dongguashan;Datuanshan;Tianebaodanshan,30.908485800000001,117.8866868,Mine,China,copper,gold,iron ore;silver;
ICMM12872,High,HBIS Sijiaying Mine,HBIS Sijiaying Mine;Sijiaying/Tangshan;Mancheng;Yanshan,39.676426749999997,118.7526733,Mine,China,iron ore,NA,NA
ICMM12873,High,Chonggang Taihe Mine,Chonggang Taihe Mine;Taihe,27.906572499999999,102.1326565,Mine,China,iron ore,vanadium,titanium
ICMM12874,High,Bensteel Waitoushan Mine,Bensteel Waitoushan Mine;Waitoushan,41.491815500000001,123.6186485,Mine,China,iron ore,NA,NA
ICMM12875,High,TISCO Yuanjiacun Mine,TISCO Yuanjiacun Mine;Yuanjia,38.156118999999997,111.5881735,Mine,China,iron ore,NA,NA
ICMM12876,High,Minmetals Yushiwa Mine,Minmetals Yushiwa Mine;Yunjialing;Yushiwa,36.787762000000001,114.1351,Mine,China,iron ore,NA,NA
ICMM12877,Moderate,Zhongjia Mine,NA,25.054653999999999,117.166165,Mine,China,iron ore,NA,NA
ICMM12878,Moderate,Dalongshan Iron Ore Mine,NA,30.613864,117.075725,Mine,China,iron ore,NA,NA
ICMM12879,High,Yangquejing Mine,Yangquejing Mine;Baicao Iron Mine;Baicao;Anning;Baicao,26.676830599999999,102.0083322,Mine,China,copper,gold,iron ore;silver;titanium;vanadium;
ICMM12880,Moderate,Jingtieshan Mine,NA,39.350614999999998,97.905899,Mine,China,iron ore,NA,NA
ICMM12881,High,Masteel Taochong Mine,Masteel Taochong Mine;Taochong;Fanchang Qianshan,31.105444330000001,118.08261,Mine,China,iron ore,NA,NA
ICMM12882,High,Masteel Zhangzhuang Mine,Masteel Zhangzhuang Mine;Anhui Fukai Mining Fulaozhuang Mine;Ma Steel Zhangzhuang,32.476952670000003,115.962516,Mine,China,iron ore,NA,NA
ICMM12883,Moderate,TISCO Ekou South East Mine,NA,39.151400000000002,113.3361,Mine,China,iron ore,NA,NA
ICMM12884,Moderate,Shougang Group Macheng Mine,NA,39.636850000000003,118.814003,Mine,China,iron ore,NA,NA
ICMM12885,Moderate,Jinan Iron and Steel Group Shimen Huangniuling Iron Mine,NA,34.845416999999998,117.794445,Mine,China,iron ore,NA,NA
ICMM12886,Moderate,Mingde Mine,NA,31.1646,118.1266,Mine,China,iron ore,NA,NA
ICMM12887,High,OMC Maha Parvat Mine,OMC Maha Parvat Mine;Dalapahar Appahattu Mine;Kashvi Jaribahal Mine;OMC Jilling Langalotta Mine;Tata Steel Tiring Pahar Mine;JSW Steel Jajang Mine;TP Mohanty Naibaga Mine;OMDC Bhadrasahi Mine;Serajuddin Balda Mine;Tata Steel Khondbond Mine;KMC Jururi Mine;MGM Patabeda Mine;OMC Khandbandh Mine;Sree Metaliks Khandbandh Mine;OMC Tiringpahar Mine;JSW Steel Gonua Mine;KCP Nayagarh Mine;JJS Jururi Mine;Indrani Patnaik Unchabali Mine;OMC Banspani Mine;Tata Steel Bamebari Mine;SC Padhee Gurubeda Mine;Essel Mining;Bamebari;Bichakhundi;Gonua;Jajang;Jarhibahal;Jururhi;Khanbandh;Langalatapahar;Uchabali;Unchabali;Dubna;Khandbandh;Barbil Banspani;Khondbond;Siljora Gurda;Tata;Dabuna Pellet Plant,21.929010550000001,85.40737708,Mine,India,iron ore,manganese,NA
ICMM12888,Moderate,Mengku Mine,NA,47.521856999999997,89.013839,Mine,China,iron ore,NA,NA
ICMM12889,High,Hongge North Mine,Hongge North Mine;Wanzitian Mine;Hailong Concentrator;Lonmon,26.628708499999998,101.9774073,Mine,China,iron ore,vanadium,titanium
ICMM12890,Moderate,Alxa League Wanchuang Mining Yangling Mine,NA,41.284100000000002,95.525,Mine,China,iron ore,NA,NA
ICMM12891,Moderate,Qijiaojing Mine,NA,41.416699999999999,95.9167,Mine,China,iron ore,NA,NA
ICMM12892,High,Wuji Mine Huoqiu Mine,Wuji Mine Huoqiu Mine;Zhouji Mine Huoqiu Mine;Anhui Jinan Mining Caolou Huoqiu Mine;Masteel Zhangzhuang Mine Huoqiu Mine;Fanqiao Mine;Zhouyoufang Huoqiu Mine;Minmetals Lilou Mine Huoqiu Mine;Xinkaifa,32.410061749999997,115.971941,Mine,China,iron ore,NA,NA
ICMM12893,Moderate,Inner Mongolia Dazhong Mining Chongxinji Huoqiu Mine,NA,32.304721999999998,115.993611,Mine,China,iron ore,NA,NA
ICMM12894,Moderate,Ji'an Xuehai Mining Jiâ€™an Youpan Mine,NA,27.572037000000002,114.775929,Mine,China,iron ore,NA,NA
ICMM12895,High,TISCO Jianshan Iron Mine III,TISCO Jianshan Iron Mine III;Changming,38.021592499999997,111.664085,Mine,China,iron ore,NA,NA
ICMM12896,Moderate,Zhujia Baobao Mine,NA,26.665299999999998,101.7726,Mine,China,iron ore,NA,NA
ICMM12897,Moderate,Luzhong Zhangjiawa Mine,Luzhong Zhangjiawa Mine;Luzhong Gangli Mine;Luzhong Xiaoguanzhuang Mine,36.271528000000004,117.632083,Mine,China,iron ore,NA,NA
ICMM12898,Moderate,JSW Steel Narayana Mine,JSW Steel Narayana Mine;M Hanumantha Rao Narayanpur Mine,14.991906,76.666637,Mine,India,iron ore,NA,NA
ICMM12899,High,Dahongcai Iron Mine,Dahongcai Iron Mine;Chengxing,39.078048000000003,113.190478,Mine,China,iron ore,NA,NA
ICMM12900,High,Longqiao Iron Mine,Longqiao Iron Mine;Hejiaxiaoling Sulfuric Iron Ore Mine;Longqiao,31.11817933,117.4593543,Mine,China,iron ore,NA,NA
ICMM12901,Moderate,Tonggang Dalizi Mine,NA,41.85,126.0667,Mine,China,iron ore,NA,NA
ICMM12902,Moderate,Luannitang Mine,NA,41.539299999999997,127.2258,Mine,China,iron ore,NA,NA
ICMM12903,Moderate,Jianlong Mining Shuangyashan North Mine,NA,46.571666999999998,131.038056,Mine,China,iron ore,NA,NA
ICMM12904,Moderate,Jianlong Mining Shuangyashan South Mine,NA,46.551110999999999,131.068333,Mine,China,iron ore,NA,NA
ICMM12905,Moderate,Jianlong Mining Huananmengjiagang Mine,NA,46.391666999999998,130.655,Mine,China,iron ore,NA,NA
ICMM12906,High,Benxi Longxin Mining Sishanling Mine,Benxi Longxin Mining Sishanling Mine;Sishanling,41.195574999999998,123.800612,Mine,China,iron ore,NA,NA
ICMM12907,Moderate,Xiaolingzi Mine,NA,41.023699999999998,122.918,Mine,China,iron ore,NA,NA
ICMM12908,High,Shougang Group Dashihe Mine,Shougang Group Dashihe Mine;Shougang Group Malanzhuang Mine;Kaida,40.104818330000001,118.598244,Mine,China,iron ore,NA,NA
ICMM12909,High,Baosteel Gongyiming Mine,Baosteel Gongyiming Mine;Gongyiming,40.990001499999998,109.9763975,Mine,China,iron ore,NA,NA
ICMM12910,Moderate,Heinaobao Mine,NA,41.642499999999998,110.192222,Mine,China,iron ore,NA,NA
ICMM12911,Moderate,Dazhong Mining Hejiao Mine,NA,41.408355999999998,109.973436,Mine,China,iron ore,NA,NA
ICMM12912,High,HBIS Bangmoshan Mine,HBIS Bangmoshan Mine;Bangmoshan,39.967453999999996,118.7854725,Mine,China,iron ore,NA,NA
ICMM12913,High,Masteel Heshangqiao (Daweishan/Matang) Mine,Masteel Heshangqiao (Daweishan/Matang) Mine;Changjiang;Masteel Nanshan Mining Heshangqiao Mining Pit,31.63824967,118.5607363,Mine,China,iron ore,NA,NA
ICMM12914,Moderate,Baowu Ma Steel Baixiangshan Mine,NA,33.459443999999998,118.531389,Mine,China,iron ore,NA,NA
ICMM12915,Moderate,Dahongshan Mine,NA,24.103021999999999,101.615909,Mine,China,iron ore,NA,NA
ICMM12916,Moderate,Fuyi Mine,NA,27.592917,114.695417,Mine,China,iron ore,NA,NA
ICMM12917,High,NPSPL Roida Mine,NPSPL Roida Mine;JSPL Kasia Mine;MISL Roida Mine;KN Ram Roida Mine;Kasia;Barpada Kasia,22.05016367,85.36366767,Mine,India,iron ore,NA,NA
ICMM12918,Moderate,Panjiatian Mine,NA,26.712499999999999,101.991667,Mine,China,iron ore,NA,NA
ICMM12919,Moderate,Shougang Group Xingshan Mine,NA,39.940199999999997,118.5402,Mine,China,iron ore,NA,NA
ICMM12920,High,Luobodi Mine,Luobodi Mine;Xingzhou,41.785780000000003,124.021415,Mine,China,iron ore,NA,NA
ICMM12921,Moderate,Xunke Cuihongshan Mine,NA,48.521667000000001,128.739722,Mine,China,iron ore,NA,NA
ICMM12922,Moderate,Yangpi Mine,NA,27.543087,114.735175,Mine,China,iron ore,NA,NA
ICMM12923,Moderate,Liuyuan Mine,NA,27.7012,115.0798,Mine,China,iron ore,NA,NA
ICMM12924,Moderate,Jinjiang Iron Mine,NA,27.608889000000001,114.885556,Mine,China,iron ore,NA,NA
ICMM12925,Moderate,HBIS Miaogou Iron Mine,NA,40.183900000000001,119.3342,Mine,China,iron ore,NA,NA
ICMM12926,Moderate,Chenjiamiao Mine,NA,40.914999999999999,115.805,Mine,China,iron ore,NA,NA
ICMM12927,Moderate,Tangfanggou Mine,NA,27.645833,101.891667,Mine,China,iron ore,NA,NA
ICMM12928,Moderate,Huangcaoping Mine,NA,27.656943999999999,101.928889,Mine,China,iron ore,NA,NA
ICMM12929,Moderate,Shuangfeng Mine,NA,41.504167000000002,119.654167,Mine,China,iron ore,NA,NA
ICMM12930,High,Shunda Iron Mine,Shunda Iron Mine;Longsheng;Longsheng Plant,36.890586669999998,118.19766,Mine;Plant,China,iron ore,nickel,NA
ICMM12931,Moderate,Liaoning Jinchang Mining Yanlongshan Guagou Mine,NA,41.472222000000002,123.6,Mine,China,iron ore,NA,NA
ICMM12932,High,Shaojilao Iron and Sulfur Mine,Shaojilao Iron and Sulfur Mine;Tongling Chemical Group Xinqiao Mine;Shizishan;Xinqiao,30.927508,117.9913428,Mine,China,copper,gold,iron ore;lead;silver;zinc
ICMM12933,Moderate,Heilongjiang Tieli Dongshan Mine,NA,47.189014999999998,128.370453,Mine,China,iron ore,NA,NA
ICMM12934,Moderate,Mengjiagou Mine,NA,40.166699999999999,118.5297,Mine,China,iron ore,NA,NA
ICMM12935,Moderate,Baoshan Iron Mine,NA,23.608692000000001,114.941147,Mine,China,iron ore,NA,NA
ICMM12936,High,AVG EsperanÃ§a Mine,AVG EsperanÃ§a Mine;Esperanca;GVA Mineracao,-20.110908670000001,-44.229157,Mine,Brazil,iron ore,NA,NA
ICMM12937,Moderate,Cherekchi Iron Ore Mine,NA,38.525280000000002,74.90653,Mine,China,iron ore,NA,NA
ICMM12938,Moderate,Wushantou Yaozhuang Iron Mine,NA,34.879199999999997,117.7153,Mine,China,iron ore,NA,NA
ICMM12939,Moderate,MinRes Deception (Yilgarn Hub) Mine,NA,-29.849684,119.271851,Mine,Australia,iron ore,NA,NA
ICMM12940,High,Makeng Mine,Makeng Mine;Makeng;Xiaoniangkeng;Fujian Makeng,25.0092955,117.0824275,Mine,China,iron ore,molybdenum,NA
ICMM12941,Moderate,Tonggang Tadong Mine,NA,43.900784999999999,128.567113,Mine,China,iron ore,NA,NA
ICMM12942,Moderate,Pingxingguan Iron Mine,NA,39.303055999999998,113.929694,Mine,China,iron ore,NA,NA
ICMM12943,Moderate,Jiâ€™an Luxia Mine,NA,27.216667000000001,115.178333,Mine,China,iron ore,NA,NA
ICMM12944,Moderate,Tonggang Banshigou Mine,NA,42.000318999999998,126.415078,Mine,China,iron ore,NA,NA
ICMM12945,Moderate,Damenglong Jiangfeng Mine,NA,21.5017,100.6439,Mine,China,iron ore,NA,NA
ICMM12946,Moderate,Lueyangyudongzi Mine,NA,33.296300000000002,106.2843,Mine,China,iron ore,NA,NA
ICMM12947,Moderate,Acerias Paz del Rio Las Mercedes Mine,NA,4.7638379999999998,-73.478375,Mine,Colombia,iron ore,NA,NA
ICMM12948,Moderate,Longtai Group Hongshan Mine,NA,41.460417,95.9125,Mine,China,iron ore,NA,NA
ICMM12949,High,Madaogou Iron Mine,Madaogou Iron Mine;Niuxinshan,40.363380499999998,118.5532385,Mine,China,iron ore,gold,NA
ICMM12950,Moderate,Baiqing Iron Mine,NA,40.176178999999998,118.113224,Mine,China,iron ore,NA,NA
ICMM12951,Moderate,Shibangou Iron Mine,NA,41.135250999999997,117.914032,Mine,China,iron ore,NA,NA
ICMM12952,Moderate,Luanping Juyuan Mining Xiaodonggou Iron Mine,NA,41.149633999999999,117.733791,Mine,China,iron ore,NA,NA
ICMM12953,High,Shangwopu Iron Mine,Shangwopu Iron Mine;Qiyuan,40.970984999999999,117.63549,Mine,China,iron ore,NA,NA
ICMM12954,High,Benxi Mining Lishugou Iron Mine,Benxi Mining Lishugou Iron Mine;Anshan Guanmenshan;Anshan Lizishan,41.02898467,123.109385,Mine,China,iron ore,NA,NA
ICMM12955,High,Sinosteel Liguanji Iron Mine,Sinosteel Liguanji Iron Mine;Liguanji;Wenshang Dongping;Sinosteel Shandong Fuquan Mining,35.826502499999997,116.464045,Mine,China,iron ore,NA,NA
ICMM12956,High,Minmetals Laiwulaixin Iron Mine,Minmetals Laiwulaixin Iron Mine;Niuquan;Laixin,36.194277669999998,117.548742,Mine,China,iron ore,NA,NA
ICMM12957,Moderate,Abagong Iron Mine,NA,47.724117,88.466172,Mine,China,iron ore,NA,NA
ICMM12958,Moderate,Hongge Panjiatian Anningcun Mine,NA,26.600815000000001,101.84315,Mine,China,iron ore,NA,NA
ICMM12959,Moderate,Shougang Group Shiuchang Mine,NA,40.133299999999998,118.5667,Mine,China,iron ore,NA,NA
ICMM12960,Moderate,Jianlong Mining Douzigou Mine,NA,40.466271999999996,118.467649,Mine,China,iron ore,NA,NA
ICMM12961,Moderate,Zhoutaizi Mine,NA,40.9724,117.541,Mine,China,iron ore,NA,NA
ICMM12962,Moderate,Meishan Mine,NA,31.934266999999998,118.70083,Mine,China,iron ore,NA,NA
ICMM12963,Moderate,Masteel Luohe I Mine,NA,31.015011999999999,117.319044,Mine,China,iron ore,NA,NA
ICMM12964,High,FMO Cerro Bolivar Mine,FMO Cerro Bolivar Mine;Cerro Bolivar (La Parida),7.4564719999999998,-63.386113,Mine,Venezuela,iron ore,manganese,titanium
ICMM12965,High,FMO Altamira Mine,FMO Altamira Mine;Altamira 2,7.4756045000000002,-63.236589,Mine,Venezuela,iron ore,NA,NA
ICMM12966,High,FMO San Isidro Mine,FMO San Isidro Mine;Las Pailas;San Isidro,7.3892036670000003,-63.22817133,Mine,Venezuela,iron ore,NA,NA
ICMM12967,High,Los Barrancos,FMO Los Barrancos Mine;Los Barrancos,7.4084909999999997,-63.172576,Mine,Venezuela,iron ore,NA,NA
ICMM12968,High,FMO Las Pailas Mine,FMO Las Pailas Mine;San Joaquin,7.4107940000000001,-63.2120345,Mine,Venezuela,iron ore,NA,NA
ICMM12969,Moderate,Masteel Nanshan Mine,NA,31.622820000000001,118.637735,Mine,China,iron ore,NA,NA
